position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
-0.9517562998470901,-0.04264760452713519,-0.003540058253671048,-0.0007910542370581726,-0.002161681334956644,0.02413991652032397,0.9997059419534168
-0.9383877571373048,-0.05730994771057879,-0.003901473747077493,-0.0007903770670609024,-0.0022661838310887197,0.03241363196992257,0.9994716589670382
-0.9236436345594919,-0.07430362463341693,-0.004493150090943568,3.3362813509919065e-06,-0.0024030479013128635,0.04192654687388066,0.9991178048498902
-0.9077407509227918,-0.09140245945344389,-0.004227528919294118,0.0007197024231844632,-0.0023915738804533688,0.051900395981208367,0.998649146701649
-0.8897615536702276,-0.11282101707151719,-0.004414729143488908,0.0007119394688743197,-0.0026007371767561393,0.06390310118285958,0.9979524661088864
-0.8714576211487735,-0.13197145124113877,-0.0050980088687033395,-0.0012328379880622014,-0.003413995906967392,0.0758986448677797,0.9971089294906036
-0.8523304365253561,-0.15030788880967763,-0.005099536739972159,-0.0034738412159977584,-0.004168762306494642,0.08830355677223055,0.9960788351700091
-0.8308375900854942,-0.1728203045789004,-0.005355072745720891,-0.004977960652480648,-0.004844136206660788,0.10233708310055879,0.9947255255729144
-0.8073067074272219,-0.1976236621562756,-0.005001069475927526,-0.005503927069124155,-0.0050242988296499745,0.11779184059550835,0.9930103449359443
-0.7820137577117309,-0.22072799131717616,-0.003621999527424244,-0.0064640615003222195,-0.004882457698995962,0.1334867265852047,0.9910174928015285
-0.7543035375505818,-0.2454646923372264,-0.0025148801351272884,-0.007500557870567073,-0.004675694882806628,0.15021576480188711,0.9886137286223886
-0.7272073475598133,-0.26782605050896696,-0.001662635704547527,-0.00850645598490707,-0.004608130502587944,0.1669825377451133,0.9859123864580078
-0.6968289029121297,-0.2907560907559708,-0.0003323735819632488,-0.01004684011451082,-0.004691894944040871,0.18440776746548868,0.9827872747631845
-0.6668091669507035,-0.3136328517390486,0.0002080504835183794,-0.01127215820008612,-0.0048642868980769294,0.20190398654483097,0.9793283738197249
-0.6333125587849712,-0.33655402110406035,0.0009207045414678372,-0.011772483396315198,-0.004888075714681531,0.2205081384084281,0.9753018367444761
-0.5969817689663313,-0.3628878269247179,0.00025791964238199017,-0.009803019786474259,-0.004974720501141088,0.2407833380625424,0.9705166320952779
-0.5577362518942359,-0.3869803250010215,-0.0005009432034339123,-0.007272755483498249,-0.004828961401153154,0.2616732821629072,0.9651170335842792
-0.5160022115388616,-0.4108648389824979,0.0032548999059037673,-0.008105103565959138,-0.003557271920751396,0.28399001642038024,0.9587863787646334
-0.47221750901021353,-0.4347048140777602,0.008414013023142174,-0.011076049809724249,-0.0025414725147172006,0.3078151550817145,0.9513783084013435
-0.42404765745857553,-0.4592664599026943,0.010551329776278637,-0.012681312859704402,-0.0024856378609501616,0.3329637920774582,0.942851061931679
-0.37258095665468594,-0.48239767230690966,0.012231605689246958,-0.012499538479862439,-0.0021570560770418734,0.3588456465134175,0.9333107251951462
-0.31531886033839324,-0.5023755137975306,0.013186818605106398,-0.01021181312300805,-0.0009184406449403957,0.38540898978427035,0.9226888846263175
-0.25592092214867723,-0.5188834325343857,0.013619185473061388,-0.008119190086788202,9.405729698309756e-05,0.4120496492836591,0.9111252157828863
