position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
0,0,0,0,0,0,0
0.062118944307401,-0.017328265873675,0.00450126154639,0.000789347702187,-0.000549305629642,1.87519476859883E-05,0.999999538063896
0.094004619371579,-0.026098712239195,0.006779017884409,0.001085402398951,-0.000349712292615,-7.23785498643558E-06,0.999999344348692
0.125576353332068,-0.034879882407103,0.008905962828558,0.001817549841287,-0.000153705151757,-0.000302483584099,0.999998286364994
0.157309845649788,-0.043914576911493,0.011062487028371,0.001656889022521,-0.000102236467334,-0.000187525372231,0.999998606740458
0.188652799134133,-0.052383909027106,0.013372253453397,0.000904053305882,-0.000546822142169,-0.000491497440087,0.999999321996936
0.220141977049711,-0.061021836101822,0.015566893139205,-0.000466758101928,-0.00105030921537,-0.000582643102284,0.999999172985212
0.252109190493027,-0.070088265359139,0.017935752296873,-0.002109325657816,-0.000894430013119,-0.000654366793589,0.999997161324763
0.285529186697554,-0.079370903753735,0.020528517472102,-0.003310294657651,-0.000484205533849,-0.000305208296784,0.99999435244396
0.317568405773833,-0.088325338292382,0.022841154890351,-0.003604724521793,-2.02404173608758E-05,-0.000485243837753,0.999993383862543
0.349161531575731,-0.097165902832307,0.025208935580287,-0.002341167015257,0.000688339487977,-0.000590238722128,0.999996840948837
0.381455027445968,-0.106290328853334,0.027424484862531,-0.000507225098005,0.000734048374203,-0.000282054629065,0.999999560415648
0.413909978545394,-0.115385372608176,0.029740990899968,0.000816437535758,-0.000453018109734,1.7391584391016E-05,0.999999567866232
0.445974727519664,-0.124369841684955,0.032009664519845,0.001290087499936,-0.001305338282135,0.000108682010344,0.999998308716774
0.47855203603991,-0.133428198870308,0.034505873817068,0.000375896430137,-0.001496742936136,-0.000117645769173,0.999998800455804
0.510590841924381,-0.142167574005224,0.036760604571687,-0.001404141515618,-0.000419062132644,-0.000618701594821,0.999998733400496
0.542581113554345,-0.150757306361407,0.039061266405374,-0.001412017707398,0.000991332086247,-0.001193256653505,0.999997794625712
0.57447399051105,-0.159576383634898,0.041269391315385,-0.000270256954518,0.001317437022185,-0.001490109174568,0.99999798089062
0.606270987471236,-0.168436911897124,0.043454128379159,0.001587807291024,0.000234544992935,-0.001342560068671,0.999997816977502
0.638524447514749,-0.177654897704088,0.045675311189633,0.001478063724549,-0.000684838141559,-0.001310129017519,0.999997816977502
0.670589425645,-0.186978645435226,0.047997524099287,0.001396551797222,-0.001567405780121,-0.001336643530674,0.999996908004272
0.702715589047414,-0.19579568860113,0.05037831231634,-0.000331706060322,-0.001478129963504,-0.001867062047002,0.99999710917055
0.735269252477414,-0.204943265320655,0.052936323014243,-0.00060578101728,-0.001894323915263,-0.001961699080149,0.999996095888146
0.768891513371374,-0.214664967664498,0.055507438418484,-0.00076142542289,-0.001566157814453,-0.001575093413595,0.999997235830778
0.801814261618846,-0.22419897633133,0.058159861571708,-0.000869406347689,-0.000973259893033,-0.001424259306883,0.999998137353116
0.835029930857744,-0.233228497238049,0.060736977767372,-0.001270661814573,-0.000105385999845,-0.00154348801271,0.999997995791811
0.867281213218244,-0.241761596391002,0.062689174012589,-0.002595060579894,-2.40310168736632E-05,-0.001542179019214,0.999995440234279
0.899825725331101,-0.251239211598406,0.065373841556169,-0.003648652258026,0.000318927297562,-0.001132046854699,0.999992653700547
0.93303323236426,-0.260372608131839,0.067716476999689,-0.004860516956316,0.000685478696146,-0.001233891321888,0.999987192369936
0.965300176051397,-0.269462265655885,0.069976410258077,-0.005400072052655,0.000821182280379,-0.001338281242222,0.999984182292293
0.99858222497485,-0.278482735152119,0.072263687473547,-0.0051425892944,0.000473574923518,-0.001285142539615,0.999985836345981
1.03158805648428,-0.288026298840422,0.074753126092722,-0.004908765994532,0.000297944901434,-0.001042152186865,0.99998736373547
1.06504509110693,-0.297596228748371,0.077201864997102,-0.004848333813032,0.000260206186235,-0.0005942193473,0.999988034295972
1.09999463255151,-0.307072460707281,0.079860597099945,-0.004830789297814,0.00077240835893,-0.000506068009301,0.999987900183908
1.13374423705505,-0.316800419988663,0.082237666116991,-0.004970450443144,0.00045444195372,0.000127302905389,0.999987535100974
1.16693164580805,-0.325983442497925,0.084496799418835,-0.005088150243309,0.000422632020162,0.000434131065432,0.999986871990816
1.19989444245707,-0.334874356209967,0.086782997386996,-0.005129439410729,0.000783373240972,0.000731872927452,0.999986268485683
1.23335078972719,-0.34389473552015,0.089306976041723,-0.004441813187552,0.00115732401439,0.000878836517968,0.999989077389193
1.26687579298749,-0.353013378457829,0.091650004743095,-0.004065503978328,0.000906375897607,0.000963530900714,0.99999085809582
1.30059673805793,-0.362481151998275,0.094164589189467,-0.003002609503821,0.000357291522324,0.001345027793464,0.999994523808267
1.33411871814383,-0.371455544131961,0.096699397508681,-0.002378171729035,0.000509857207647,0.001100603153379,0.99999644606674
1.36870586806223,-0.381018142706308,0.099140507224113,-0.00148857979831,0.000517684085828,0.000986814516624,0.999998271463808
1.40282379261464,-0.390558944764818,0.101787020964285,-0.000994726019056,0.000711892291674,0.000979704931726,0.999998778104036
1.4370194560195,-0.399996097169492,0.104147255955275,-0.000158284349497,0.000335412682342,0.000941935457507,0.999999478459222
1.47018864814088,-0.409460609894031,0.106722615595771,0.000798741961898,-0.000189211014323,0.000876543920206,0.999999277293421
1.50375471061412,-0.418788182650729,0.109068330272222,0.000329346627261,-0.000222776482519,0.000514182576947,0.999999783933139
1.53772703539655,-0.428004593260881,0.111527840402463,-0.000519524916074,-0.000170275424787,0.00026157647101,0.99999982118605
1.57066053640977,-0.436968775686979,0.113873587554653,-0.002314815556436,0.000676971194009,-0.000204253965046,0.999997071917539
1.60328650378228,-0.445705904981596,0.116326676974193,-0.004164937012591,0.001601161477831,-0.000589661454362,0.999989867159051
1.63643432623312,-0.455272640159383,0.118646520308711,-0.005696434481622,0.002028827618096,-0.000664383041665,0.999981492586535
1.66955879787947,-0.464158879881665,0.121039960904834,-0.008044546018631,0.002569968092536,-0.001227779315909,0.999963588349719
1.7037387879472,-0.473703504275166,0.123504070269477,-0.009653690179281,0.002797997900714,-0.001408880326174,0.999948492809838
1.73640373713363,-0.482795423735641,0.12627804611895,-0.010787550663366,0.003279809394499,-0.001811343957385,0.999934790392469
1.76889653601015,-0.491802494469456,0.128576878434109,-0.011421510665362,0.003306566349142,-0.002068350208808,0.999927167922409
1.80115977961866,-0.500698043138768,0.130955574328927,-0.009886772550431,0.003126822122427,-0.001939398523559,0.999944357516059
1.83313767096141,-0.509285556130046,0.133141576300424,-0.00927877171475,0.002536582134225,-0.002046233036544,0.999951644562802
1.8664350783468,-0.518583944927119,0.135464148271717,-0.00912187890477,0.002448531978322,-0.001811400460535,0.999953760627776
1.89933323470874,-0.527721570026256,0.138159940574794,-0.008998536224212,0.002574350656245,-0.001732533527389,0.9999546994439
1.9320889121676,-0.537348099711202,0.14022438393047,-0.008537221037084,0.002429926191118,-0.001057128928104,0.999960041737927
1.96389611905,-0.546267418386268,0.142683332004459,-0.008668006447483,0.002515555905273,-0.000653690035038,0.999959058221505
1.99537452737584,-0.554932673256129,0.144935463723008,-0.008387310588755,0.002759943107286,-0.000377132310148,0.999960950744669
2.02633248029689,-0.563020444342343,0.147084397761312,-0.007770219315841,0.002741978728985,-0.000352276608504,0.999965994971985
2.05817591969766,-0.572157922286261,0.149561553188441,-0.006387833986994,0.002793068528477,0.00048474681648,0.999975576698554
